#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ドーベルＸガード,0,2,8,0,13,99,0,69,96,-2,0,0,0,5,気絶,5,属性耐性,1,属性会心,2,,,,,★生産素材未入力,1,,,,,,
スカラーＸグラブ,2,1,8,1,9,99,0,114,156,0,0,0,0,0,回避性能,4,笛,3,気配,-2,,,,,★生産素材未入力,1,,,,,,
スカラーＸカフス,2,2,8,2,9,99,0,68,95,0,0,0,0,0,回避性能,3,精密射撃,3,気配,-2,,,,,★生産素材未入力,1,,,,,,
マリネロＸグラブ,2,1,8,1,9,99,0,114,156,0,0,0,0,0,特殊攻撃,3,連撃,3,達人,3,,,,,★生産素材未入力,1,,,,,,
マリネロＸカフス,2,2,8,1,9,99,0,68,95,0,0,0,0,0,特殊攻撃,3,速射,3,達人,3,,,,,★生産素材未入力,1,,,,,,
ジャギィＸアーム,0,1,8,2,13,99,0,90,132,-2,0,0,0,0,火属性攻撃,4,攻撃,2,体力,2,,,,,★生産素材未入力,1,,,,,,
ジャギィＸガード,0,2,8,2,13,99,0,52,79,-2,0,0,0,0,火属性攻撃,3,攻撃,2,体力,2,,,,,★生産素材未入力,1,,,,,,
マッカォＸアーム,0,1,8,2,13,99,0,92,134,-2,0,0,0,0,KO,2,重撃,1,,,,,,,★生産素材未入力,1,,,,,,
マッカォＸガード,0,2,8,2,13,99,0,53,80,-2,1,1,1,1,KO,2,重撃,1,,,,,,,★生産素材未入力,1,,,,,,
ランポスＸアーム,0,1,8,2,13,99,0,92,134,0,0,0,-2,0,気絶,3,水属性攻撃,5,攻撃,2,,,,,★生産素材未入力,1,,,,,,
ランポスＸガード,0,2,8,2,13,99,0,53,80,0,1,1,-2,0,気絶,3,水属性攻撃,5,攻撃,2,,,,,★生産素材未入力,1,,,,,,
ギアノスＸアーム,0,1,8,1,13,99,0,92,134,0,0,-1,2,0,氷属性攻撃,3,だるま,2,本気,3,,,,,★生産素材未入力,1,,,,,,
ギアノスＸガード,0,2,8,1,13,99,0,53,80,0,0,-1,3,0,氷属性攻撃,3,だるま,2,本気,3,,,,,★生産素材未入力,1,,,,,,
ゲネポスＸアーム,0,1,8,1,9,99,0,94,136,0,0,1,-2,0,雷属性攻撃,2,麻痺,5,気配,2,,,,,★生産素材未入力,1,,,,,,
ゲネポスＸガード,0,2,8,1,9,99,0,54,81,1,0,2,-2,0,雷属性攻撃,2,麻痺,5,気配,2,,,,,★生産素材未入力,1,,,,,,
ランゴＸアーム,0,1,8,2,9,99,0,94,136,-2,1,1,1,2,納刀,3,跳躍,2,,,,,,,★生産素材未入力,1,,,,,,
ランゴＸガード,0,2,8,2,9,99,0,54,81,-2,2,2,2,3,納刀,3,跳躍,2,,,,,,,★生産素材未入力,1,,,,,,
タロスＸガード,0,2,8,2,9,99,0,57,84,-1,-1,-1,-1,6,龍属性攻撃,1,龍耐性,4,,,,,,,★生産素材未入力,1,,,,,,
GXタロスアーム,0,1,8,1,9,99,0,100,142,-1,-1,-1,-1,4,ガード性能,3,龍属性攻撃,3,体術,-2,,,,,★生産素材未入力,1,,,,,,
タロスXRアーム,0,1,8,0,13,99,0,94,136,-1,-1,-1,-1,4,龍属性攻撃,6,龍耐性,6,,,,,,,★生産素材未入力,1,,,,,,
タロスXRガード,0,2,8,0,13,99,0,54,81,-1,-1,-1,-1,6,龍属性攻撃,6,龍耐性,5,,,,,,,★生産素材未入力,1,,,,,,
ブナハＸグローブ,0,1,8,2,13,99,0,94,136,-2,0,0,0,2,斬れ味,2,属性耐性,2,,,,,,,★生産素材未入力,1,,,,,,
ブナハＸカフス,0,2,8,2,13,99,0,54,81,-2,1,1,1,3,弾薬節約,2,属性耐性,2,,,,,,,★生産素材未入力,1,,,,,,
クンチュウＸアーム,0,1,8,2,9,99,0,98,140,0,1,1,1,1,ガード性能,5,鈍器,3,体術,-2,,,,,★生産素材未入力,1,,,,,,
クンチュウＸガード,0,2,8,2,9,99,0,58,85,0,2,2,2,2,精密射撃,5,重撃弾強化,3,体術,-2,,,,,★生産素材未入力,1,,,,,,
モスＸパンチ,0,0,8,1,13,99,0,33,60,0,0,0,0,0,茸食,3,食事,2,,,,,,,★生産素材未入力,1,,,,,,
リノプロＸアーム,0,1,8,2,9,99,0,94,136,2,0,0,-2,0,水属性攻撃,4,,,,,,,,,★生産素材未入力,1,,,,,,
リノプロＸガード,0,2,8,2,9,99,0,54,81,3,0,0,-2,0,水属性攻撃,4,,,,,,,,,★生産素材未入力,1,,,,,,
ファンゴＸアーム,0,1,8,2,9,99,0,98,140,0,2,-2,1,0,攻撃,5,,,,,,,,,★生産素材未入力,1,,,,,,
ファンゴＸガード,0,2,8,2,9,99,0,58,85,0,3,-2,1,0,攻撃,4,,,,,,,,,★生産素材未入力,1,,,,,,
アシラＸアーム,0,1,8,0,9,99,0,100,142,-2,0,-2,0,0,防御,4,体術,4,加護,4,,,,,★生産素材未入力,1,,,,,,
アシラＸガード,0,2,8,0,9,99,0,60,87,-2,0,-2,0,0,防御,4,体術,3,加護,4,,,,,★生産素材未入力,1,,,,,,
ガレオスＸアーム,0,1,8,1,13,99,0,100,142,2,0,0,-3,0,火耐性,2,攻撃,3,,,,,,,★生産素材未入力,1,,,,,,
ガレオスＸガード,0,2,8,1,13,99,0,60,87,2,0,0,-3,0,火耐性,2,攻撃,3,,,,,,,★生産素材未入力,1,,,,,,
ムーファＸグラブ,0,1,8,0,9,99,0,90,132,-1,0,2,3,0,雷属性攻撃,5,耐寒,1,逆上,2,,,,,★生産素材未入力,1,,,,,,
ムーファＸカフス,0,2,8,0,9,99,0,52,79,-1,0,3,4,0,雷属性攻撃,5,耐寒,1,逆上,2,,,,,★生産素材未入力,1,,,,,,
ランポスーツＸグラブ,0,1,8,1,13,99,0,84,126,1,2,1,1,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
ランポスーツＸハンド,0,2,8,1,13,99,0,48,75,1,3,1,1,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
ギアノスーツＸグラブ,0,1,8,1,13,99,0,88,130,1,1,1,2,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
ギアノスーツＸハンド,0,2,8,1,13,99,0,51,78,1,1,1,3,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
ゲネポスーツＸグラブ,0,1,8,1,9,99,0,84,126,1,1,2,1,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
ゲネポスーツＸハンド,0,2,8,1,9,99,0,48,75,1,1,3,1,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
イーオスーツＸグラブ,0,1,8,1,9,99,0,88,130,2,1,1,1,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
イーオスーツＸハンド,0,2,8,1,9,99,0,51,78,3,1,1,1,1,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
ガブラスーツＸグラブ,0,1,8,1,9,99,0,84,126,1,1,1,1,2,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
ガブラスーツＸハンド,0,2,8,1,9,99,0,48,75,1,1,1,1,3,運気,3,腹減り,-2,,,,,,,★生産素材未入力,1,,,,,,
イーオスＸアーム,0,1,8,1,9,99,0,102,144,2,-1,-1,0,0,毒,2,観察眼,2,特殊攻撃,2,,,,,★生産素材未入力,1,,,,,,
イーオスＸガード,0,2,8,1,9,99,0,61,88,3,-1,-1,0,0,毒,2,観察眼,2,特殊攻撃,2,,,,,★生産素材未入力,1,,,,,,
クックＸアーム,0,1,8,1,9,99,0,102,144,3,-1,0,-3,0,火属性攻撃,7,,,,,,,,,★生産素材未入力,1,,,,,,
クックＸガード,0,2,8,1,9,99,0,61,88,4,-1,0,-3,0,火属性攻撃,7,,,,,,,,,★生産素材未入力,1,,,,,,
ケチャＸアーム,0,1,8,1,9,99,0,100,142,-2,2,-1,0,1,体術,4,気力回復,2,回避距離,2,笛,1,,,★生産素材未入力,1,,,,,,
ケチャＸガード,0,2,8,1,9,99,0,60,87,-2,3,-1,0,1,体術,4,気力回復,2,回避距離,2,調合数,1,,,★生産素材未入力,1,,,,,,
ウルクＸアーム,0,1,8,2,9,99,0,98,140,-3,1,0,3,0,回避性能,1,跳躍,4,スタミナ,1,,,,,★生産素材未入力,1,,,,,,
ウルクＸガード,0,2,8,2,9,99,0,58,85,-3,1,0,4,0,回避性能,1,跳躍,3,スタミナ,1,,,,,★生産素材未入力,1,,,,,,
ゲリョスＸアーム,0,1,8,1,9,99,0,102,144,-3,1,4,-1,0,毒,4,スタミナ,1,防御,3,,,,,★生産素材未入力,1,,,,,,
ゲリョスＸガード,0,2,8,1,9,99,0,61,88,-3,1,5,-1,0,毒,4,スタミナ,1,防御,3,,,,,★生産素材未入力,1,,,,,,
カブラＸアーム,0,1,8,1,9,99,0,102,144,2,-3,-1,0,1,抜刀減気,4,気力回復,2,,,,,,,★生産素材未入力,1,,,,,,
カブラＸガード,0,2,8,1,9,99,0,61,88,3,-3,-1,0,1,射法,4,気力回復,2,,,,,,,★生産素材未入力,1,,,,,,
ザザミＸアーム,0,1,8,2,9,99,0,104,146,-1,3,-3,0,1,ガード性能,2,防御,4,斬れ味,1,,,,,★生産素材未入力,1,,,,,,
ザザミＸガード,0,2,8,2,9,99,0,62,89,-1,4,-3,0,1,反動,2,防御,4,射法,1,,,,,★生産素材未入力,1,,,,,,
GXザザミアーム,0,1,8,2,9,99,0,108,150,-1,3,-3,0,1,ガード強化,1,窮地,3,体術,1,,,,,★生産素材未入力,1,,,,,,
GXザザミガード,0,2,8,2,9,99,0,64,91,-1,4,-3,0,1,強撃瓶追加,1,窮地,3,体術,1,,,,,★生産素材未入力,1,,,,,,
ザザミXRアーム,0,1,8,1,10,99,0,102,144,-1,3,-3,0,1,防御,8,攻撃,-4,,,,,,,★生産素材未入力,1,,,,,,
ザザミXRガード,0,2,8,1,10,99,0,61,88,-1,4,-3,0,1,防御,7,攻撃,-4,,,,,,,★生産素材未入力,1,,,,,,
ラングロＸアーム,0,1,8,1,10,99,0,102,144,2,-3,0,-1,1,溜め短縮,1,細菌学,3,体術,3,,,,,★生産素材未入力,1,,,,,,
ラングロＸガード,0,2,8,1,10,99,0,61,88,3,-3,0,-1,1,溜め短縮,1,細菌学,3,体術,3,,,,,★生産素材未入力,1,,,,,,
コンガＸアーム,0,1,8,1,10,99,0,104,146,-3,1,1,-1,0,攻撃,5,食いしん坊,2,細菌学,2,,,,,★生産素材未入力,1,,,,,,
コンガＸガード,0,2,8,1,10,99,0,62,89,-2,1,1,-1,0,攻撃,5,食いしん坊,2,細菌学,2,,,,,★生産素材未入力,1,,,,,,
GXコンガアーム,0,1,8,2,10,99,0,110,152,-3,1,1,-1,0,攻撃,3,茸食,2,特殊攻撃,2,,,,,★生産素材未入力,1,,,,,,
GXコンガガード,0,2,8,2,10,99,0,66,93,-2,1,1,-1,0,攻撃,3,茸食,2,特殊攻撃,2,,,,,★生産素材未入力,1,,,,,,
ルドロスＸアーム,0,1,8,1,9,99,0,102,144,-3,4,-1,0,0,気力回復,1,スタミナ,4,水属性攻撃,3,,,,,★生産素材未入力,1,,,,,,
ルドロスＸガード,0,2,8,1,9,99,0,61,88,-3,5,-1,0,0,気力回復,1,スタミナ,4,水属性攻撃,3,,,,,★生産素材未入力,1,,,,,,
ルドロスXRアーム,0,1,8,0,13,99,0,100,142,-3,4,-1,0,0,気力回復,6,回避性能,-3,,,,,,,★生産素材未入力,1,,,,,,
ルドロスXRガード,0,2,8,0,13,99,0,60,87,-3,5,-1,0,0,気力回復,5,回避性能,-3,,,,,,,★生産素材未入力,1,,,,,,
ボロスＸアーム,0,1,8,2,10,99,0,106,148,0,0,1,-2,0,攻撃,4,だるま,2,ガード強化,1,,,,,★生産素材未入力,1,,,,,,
ボロスＸガード,0,2,8,2,10,99,0,63,90,0,0,1,-2,0,攻撃,4,だるま,2,精密射撃,1,,,,,★生産素材未入力,1,,,,,,
バサルＸアーム,0,1,8,2,10,99,0,108,150,0,-2,1,1,-3,重撃,4,減気攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
バサルＸガード,0,2,8,2,10,99,0,64,91,0,-2,1,1,-2,重撃,3,減気攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
ホロロＸアーム,0,1,8,1,10,99,0,102,144,-2,-2,1,1,0,痛撃,2,睡眠,1,観察眼,2,特殊攻撃,2,,,★生産素材未入力,1,,,,,,
ホロロＸガード,0,2,8,1,10,99,0,61,88,-1,-2,1,1,0,痛撃,2,睡眠,1,観察眼,2,特殊攻撃,2,,,★生産素材未入力,1,,,,,,
ザボアＸアーム,0,1,8,0,10,99,0,102,144,-2,3,-4,4,0,ガード性能,3,寒冷適応,2,砲術,2,,,,,★生産素材未入力,1,,,,,,
ザボアＸガード,0,2,8,0,10,99,0,61,88,-2,3,-4,5,0,反動,3,寒冷適応,2,砲術,2,,,,,★生産素材未入力,1,,,,,,
フルフルＸアーム,0,1,8,2,10,99,0,108,150,-4,1,4,2,1,回復速度,4,加護,2,,,,,,,★生産素材未入力,1,,,,,,
フルフルＸガード,0,2,8,2,10,99,0,64,91,-4,1,5,2,1,回復速度,4,加護,2,,,,,,,★生産素材未入力,1,,,,,,
スキュラＸアーム,0,1,8,1,10,99,0,110,152,0,2,-2,1,2,特殊攻撃,4,体術,3,職工,2,,,,,★生産素材未入力,1,,,,,,
スキュラＸガード,0,2,8,1,10,99,0,66,93,0,2,-2,1,3,特殊攻撃,3,体術,3,職工,2,,,,,★生産素材未入力,1,,,,,,
レイアＸアーム,0,1,8,0,10,99,0,112,154,3,0,-2,0,-3,回復量,2,体力,5,走行継続,2,,,,,★生産素材未入力,1,,,,,,
レイアＸガード,0,2,8,0,10,99,0,67,94,4,0,-2,0,-3,回復量,2,体力,5,走行継続,2,,,,,★生産素材未入力,1,,,,,,
GXレイアアーム,0,1,8,1,13,99,0,118,160,3,0,-2,0,-3,回復量,1,野草知識,4,節食,2,,,,,★生産素材未入力,1,,,,,,
GXレイアガード,0,2,8,1,13,99,0,70,97,4,0,-2,0,-3,回復量,1,野草知識,4,節食,2,,,,,★生産素材未入力,1,,,,,,
レイアXRアーム,0,1,8,1,13,99,0,106,148,3,0,-2,0,-3,回復量,6,,,,,,,,,★生産素材未入力,1,,,,,,
レイアXRガード,0,2,8,1,13,99,0,63,90,4,0,-2,0,-3,回復量,6,,,,,,,,,★生産素材未入力,1,,,,,,
ハプルＸアーム,0,1,8,2,10,99,0,112,154,2,0,-1,-3,1,食事,3,抜刀減気,2,,,,,,,★生産素材未入力,1,,,,,,
ハプルＸガード,0,2,8,2,10,99,0,67,94,3,0,-1,-3,1,食事,2,装填速度,3,,,,,,,★生産素材未入力,1,,,,,,
ガノスＸアーム,0,1,8,1,10,99,0,114,156,-2,4,-4,2,1,乗り,3,跳躍,2,捕獲,3,気力回復,3,,,★生産素材未入力,1,,,,,,
ガノスＸガード,0,2,8,1,10,99,0,68,95,-2,5,-4,2,1,乗り,2,跳躍,2,捕獲,3,気力回復,3,,,★生産素材未入力,1,,,,,,
ブランゴＸアーム,0,1,8,2,10,99,0,108,150,-4,1,0,4,0,体術,2,氷属性攻撃,2,納刀,1,,,,,★生産素材未入力,1,,,,,,
ブランゴＸガード,0,2,8,2,10,99,0,64,91,-4,1,0,5,0,体術,1,氷属性攻撃,2,納刀,1,,,,,★生産素材未入力,1,,,,,,
ラヴァＸアーム,0,1,8,1,13,99,0,114,156,4,-4,0,0,1,根性,2,窮地,3,攻撃,3,,,,,★生産素材未入力,1,,,,,,
ラヴァＸガード,0,2,8,1,13,99,0,68,95,5,-4,0,0,1,根性,2,窮地,3,攻撃,3,,,,,★生産素材未入力,1,,,,,,
GXラヴァアーム,0,1,8,2,13,99,0,120,162,4,-4,0,0,1,逆境,2,窮地,3,我慢,2,,,,,★生産素材未入力,1,,,,,,
GXラヴァガード,0,2,8,2,13,99,0,72,99,5,-4,0,0,1,逆境,2,窮地,3,我慢,2,,,,,★生産素材未入力,1,,,,,,
ギザミＸアーム,0,1,8,2,10,99,0,110,152,1,2,-1,-1,0,斬れ味,4,達人,1,,,,,,,★生産素材未入力,1,,,,,,
ギザミＸガード,0,2,8,2,10,99,0,66,93,2,2,-1,-1,0,弾薬節約,4,達人,1,,,,,,,★生産素材未入力,1,,,,,,
ギザミXRアーム,0,1,8,0,13,99,0,104,146,1,2,-1,-1,0,匠,4,達人,5,,,,,,,★生産素材未入力,1,,,,,,
ギザミXRガード,0,2,8,0,13,99,0,62,89,2,2,-1,-1,0,通常弾強化,4,達人,5,,,,,,,★生産素材未入力,1,,,,,,
ガララＸアーム,0,1,8,1,10,99,0,112,154,1,-1,0,-3,1,聴覚保護,4,捕獲,2,麻痺,3,,,,,★生産素材未入力,1,,,,,,
ガララＸガード,0,2,8,1,10,99,0,67,94,1,-1,1,-3,1,聴覚保護,4,捕獲,2,麻痺,3,,,,,★生産素材未入力,1,,,,,,
ナルガＸアーム,0,1,8,2,10,99,0,100,142,-2,1,-3,1,1,回避距離,1,達人,4,回避性能,2,,,,,★生産素材未入力,1,,,,,,
ナルガＸガード,0,2,8,2,10,99,0,60,87,-2,1,-2,1,1,回避距離,1,達人,3,回避性能,2,,,,,★生産素材未入力,1,,,,,,
ガルルガＸアーム,0,1,8,1,11,99,0,116,158,2,-1,2,0,0,聴覚保護,3,剣術,2,納刀研磨,2,採取,-1,,,★生産素材未入力,1,,,,,,
ガルルガＸガード,0,2,8,1,11,99,0,69,96,3,-1,2,0,0,聴覚保護,3,変則射撃,2,速射,2,採取,-1,,,★生産素材未入力,1,,,,,,
ガンキンＸアーム,0,1,8,2,11,99,0,126,168,3,-4,0,-1,-2,抜刀減気,1,裂傷,3,防御,1,攻撃,2,,,★生産素材未入力,1,,,,,,
ガンキンＸガード,0,2,8,2,11,99,0,75,102,4,-4,0,-1,-2,散弾強化,1,裂傷,2,防御,1,攻撃,2,,,★生産素材未入力,1,,,,,,
GXホクシン【袖】,0,1,8,3,9,99,0,118,160,-2,4,-2,3,2,北辰納豆流,2,,,,,,,,,★生産素材未入力,1,,,,,,
GXカイエン【袖】,0,2,8,2,9,99,0,70,97,-2,5,-2,3,2,北辰納豆流,2,,,,,,,,,★生産素材未入力,1,,,,,,
ヘルパーＸカフス,2,1,9,1,99,10,0,122,160,0,0,0,0,0,広域,3,回復量,2,ＳＰ延長,3,,,,,★生産素材未入力,1,,,,,,
ヒーラーＸカフス,2,2,9,1,99,10,0,73,97,0,0,0,0,0,広域,3,回復量,2,ＳＰ延長,3,,,,,★生産素材未入力,1,,,,,,
ヘルパーＺカフス,2,1,9,0,99,10,0,124,162,0,0,0,0,0,広域,3,重撃,3,観察眼,3,野草知識,5,,,★生産素材未入力,1,,,,,,
ヒーラーＺカフス,2,2,9,0,99,10,0,74,98,0,0,0,0,0,回復量,2,重撃,3,千里眼,4,茸食,5,,,★生産素材未入力,1,,,,,,
マスターＸアーム,0,1,9,2,13,99,0,116,154,2,-2,2,-2,2,無心,2,英雄の盾,2,加護,2,剛撃,2,,,★生産素材未入力,1,,,,,,
マスターＸガード,0,2,9,2,13,99,0,69,93,3,-2,2,-2,2,無心,2,英雄の盾,2,加護,2,剛撃,2,,,★生産素材未入力,1,,,,,,
桐花・真【篭手】,0,1,9,0,13,99,0,128,166,-2,2,2,2,-2,連撃,2,会心強化,3,属性会心,2,気力回復,3,,,★生産素材未入力,1,,,,,,
三葵・真【篭手】,0,2,9,0,13,99,0,76,100,-2,2,3,2,-2,連撃,2,会心強化,2,属性会心,2,気力回復,3,,,★生産素材未入力,1,,,,,,
ヘリオスＸアーム,1,1,9,1,12,99,0,128,166,0,3,-2,1,-3,聴覚保護,4,連撃,2,属性攻撃,4,加護,-2,,,★生産素材未入力,1,,,,,,
ヘリオスＸガード,1,2,9,1,12,99,0,76,100,0,4,-2,1,-3,聴覚保護,4,連撃,2,属性攻撃,4,加護,-2,,,★生産素材未入力,1,,,,,,
セレネＸアーム,2,1,9,1,12,99,0,128,166,0,3,-2,1,-3,聴覚保護,4,連撃,2,属性攻撃,4,加護,-2,,,★生産素材未入力,1,,,,,,
セレネＸガード,2,2,9,1,12,99,0,76,100,0,4,-2,1,-3,聴覚保護,4,連撃,2,属性攻撃,4,加護,-2,,,★生産素材未入力,1,,,,,,
リチェルカグラブ,2,1,9,1,13,99,0,112,150,0,0,0,0,0,捕獲,3,調合成功率,2,調合数,2,広域,3,,,★生産素材未入力,1,,,,,,
リチェルカカフス,2,2,9,1,13,99,0,67,91,0,0,0,0,0,捕獲,3,調合成功率,2,調合数,2,広域,3,,,★生産素材未入力,1,,,,,,
チアフルＸアーム,2,1,9,2,13,99,0,116,154,0,0,0,0,0,納刀研磨,4,本気,2,,,,,,,★生産素材未入力,1,,,,,,
チアフルＸガード,2,2,9,2,13,99,0,69,93,0,0,0,0,0,射法,4,本気,2,,,,,,,★生産素材未入力,1,,,,,,
ベリオＸアーム,0,1,9,1,11,99,0,116,154,-3,0,-1,3,0,跳躍,2,達人,3,体術,5,回避性能,2,,,★生産素材未入力,1,,,,,,
ベリオＸガード,0,2,9,1,11,99,0,69,93,-3,0,-1,4,0,跳躍,1,達人,3,体術,5,回避性能,2,,,★生産素材未入力,1,,,,,,
セルタスＸアーム,0,1,9,0,11,99,0,122,160,-3,4,-2,-2,5,斬れ味,2,砲術,6,英雄の盾,2,ガード性能,2,,,★生産素材未入力,1,,,,,,
セルタスＸガード,0,2,9,0,11,99,0,73,97,-3,4,-2,-2,6,弾薬節約,2,砲術,6,英雄の盾,2,ガード性能,2,,,★生産素材未入力,1,,,,,,
レウスＸアーム,0,1,9,1,11,99,0,120,158,4,0,-2,0,-4,痛撃,1,攻撃,6,聴覚保護,1,,,,,★生産素材未入力,1,,,,,,
レウスＸガード,0,2,9,1,11,99,0,72,96,5,0,-2,0,-4,痛撃,1,攻撃,6,聴覚保護,1,,,,,★生産素材未入力,1,,,,,,
GXレウスアーム,0,1,9,1,13,99,0,124,162,4,0,-2,0,-4,炎熱適応,1,底力,4,痛撃,2,,,,,★生産素材未入力,1,,,,,,
GXレウスガード,0,2,9,1,13,99,0,74,98,5,0,-2,0,-4,炎熱適応,1,底力,4,痛撃,2,,,,,★生産素材未入力,1,,,,,,
レウスXRアーム,0,1,9,1,13,99,0,116,154,4,0,-2,0,-4,攻撃,8,,,,,,,,,★生産素材未入力,1,,,,,,
レウスXRガード,0,2,9,1,13,99,0,69,93,5,0,-2,0,-4,攻撃,8,,,,,,,,,★生産素材未入力,1,,,,,,
ラギアＸアーム,0,1,9,2,11,99,0,120,158,-3,2,4,-1,-2,気力回復,1,ガード性能,3,属性攻撃,2,,,,,★生産素材未入力,1,,,,,,
ラギアＸガード,0,2,9,2,11,99,0,72,96,-3,2,5,-1,-2,気力回復,1,貫通弾強化,3,属性攻撃,2,,,,,★生産素材未入力,1,,,,,,
ジンオウＸアーム,0,1,9,1,11,99,0,120,158,0,-1,4,-4,1,本気,5,達人,4,,,,,,,★生産素材未入力,1,,,,,,
ジンオウＸガード,0,2,9,1,11,99,0,72,96,0,-1,5,-4,1,本気,5,達人,4,,,,,,,★生産素材未入力,1,,,,,,
GXジンオウアーム,0,1,9,1,13,99,0,124,162,0,-1,4,-4,1,本気,3,連撃,2,体術,3,,,,,★生産素材未入力,1,,,,,,
GXジンオウガード,0,2,9,1,13,99,0,74,98,0,-1,5,-4,1,本気,3,連撃,2,体術,3,,,,,★生産素材未入力,1,,,,,,
グラビドＸアーム,0,1,9,2,11,99,0,120,158,3,-3,1,0,-2,攻撃,2,ガード性能,3,盾持,2,,,,,★生産素材未入力,1,,,,,,
グラビドＸガード,0,2,9,2,11,99,0,72,96,4,-3,1,0,-2,攻撃,2,反動,3,盾持,2,,,,,★生産素材未入力,1,,,,,,
ミツネＸアーム,0,1,9,2,11,99,0,118,156,0,2,-3,1,-1,泡沫,1,腹減り,3,窮地,3,,,,,★生産素材未入力,1,,,,,,
ミツネＸガード,0,2,9,2,11,99,0,70,94,0,2,-2,1,-1,泡沫,1,腹減り,2,窮地,3,,,,,★生産素材未入力,1,,,,,,
ゼクスＸアーム,0,1,9,2,11,99,0,120,158,0,-2,3,-3,2,連撃,2,気絶,2,気力回復,2,,,,,★生産素材未入力,1,,,,,,
ゼクスＸガード,0,2,9,2,11,99,0,72,96,0,-2,4,-3,2,連撃,1,気絶,2,気力回復,2,,,,,★生産素材未入力,1,,,,,,
ガムートＸアーム,0,1,9,2,11,99,0,124,162,-3,1,-1,3,2,寒冷適応,1,重撃,3,,,,,,,★生産素材未入力,1,,,,,,
ガムートＸガード,0,2,9,2,11,99,0,74,98,-3,1,-1,4,2,寒冷適応,1,重撃,3,,,,,,,★生産素材未入力,1,,,,,,
ディノＸアーム,0,1,9,1,11,99,0,122,160,3,-3,1,0,-1,研磨術,2,匠,4,,,,,,,★生産素材未入力,1,,,,,,
ディノＸガード,0,2,9,2,11,99,0,73,97,4,-3,1,0,-1,研磨術,2,射法,3,装填数,2,,,,,★生産素材未入力,1,,,,,,
アグナＸアーム,0,1,9,3,12,99,0,122,160,4,-4,0,-1,0,炎熱適応,1,ガード強化,1,,,,,,,★生産素材未入力,1,,,,,,
アグナＸガード,0,2,9,3,12,99,0,73,97,6,-4,0,-1,0,炎熱適応,1,ガード強化,1,,,,,,,★生産素材未入力,1,,,,,,
ゴアＸアーム,0,1,9,2,11,99,0,122,160,-2,2,-1,2,-2,回避性能,5,,,,,,,,,★生産素材未入力,1,,,,,,
ゴアＸガード,0,2,9,2,11,99,0,73,97,-2,3,-1,2,-2,回避性能,5,,,,,,,,,★生産素材未入力,1,,,,,,
GXゴアアーム,0,1,9,1,13,99,0,126,164,-2,2,-1,2,-2,闘魂,3,細菌学,4,我慢,2,,,,,★生産素材未入力,1,,,,,,
GXゴアガード,0,2,9,1,13,99,0,75,99,-2,3,-1,2,-2,闘魂,3,細菌学,4,我慢,2,,,,,★生産素材未入力,1,,,,,,
ゴアXRアーム,0,1,9,1,13,99,0,116,154,-2,2,-1,2,-2,狂撃耐性,8,,,,,,,,,★生産素材未入力,1,,,,,,
ゴアXRガード,0,2,9,1,13,99,0,69,93,-2,3,-1,2,-2,狂撃耐性,8,,,,,,,,,★生産素材未入力,1,,,,,,
レギオスＸアーム,0,1,9,1,12,99,0,120,158,2,0,-3,-2,0,抜刀会心,3,体術,4,刃鱗,1,,,,,★生産素材未入力,1,,,,,,
レギオスＸガード,0,2,9,1,12,99,0,72,96,4,0,-3,-2,0,射法,3,体術,4,刃鱗,1,,,,,★生産素材未入力,1,,,,,,
ドボルＸアーム,0,1,9,1,12,99,0,126,164,-3,2,1,-2,1,溜め短縮,4,剛腕,3,,,,,,,★生産素材未入力,1,,,,,,
ドボルＸガード,0,2,9,1,12,99,0,75,99,-2,2,1,-2,1,溜め短縮,4,剛腕,3,,,,,,,★生産素材未入力,1,,,,,,
レックスＸアーム,0,1,9,1,12,99,0,124,162,2,0,-3,0,-2,食事,3,聴覚保護,3,無傷,3,,,,,★生産素材未入力,1,,,,,,
レックスＸガード,0,2,9,1,12,99,0,74,98,4,0,-3,0,-2,食事,3,聴覚保護,3,無傷,3,,,,,★生産素材未入力,1,,,,,,
